id_usuario,horas_ouvidas_rock,horas_ouvidas_samba,horas_ouvidas_pop,horas_ouvidas_rap
3888,3,27,16,16
3889,37,44,39,37
3890,34,11,0,10
3891,25,35,6,14
3892,30,29,4,39
3893,29,4,4,3
3894,31,27,43,45
3895,4,6,32,23
3896,40,49,40,18
3897,13,37,7,29
3898,50,19,44,9
3899,39,34,12,39
3900,1,37,14,13
3901,10,48,38,0
3902,18,9,37,33
3903,24,30,2,5
3904,26,20,6,46
3905,45,17,41,15
3906,34,18,26,25
3907,39,21,49,44
3908,35,18,39,1
3909,46,46,49,6
3910,12,35,49,21
3911,39,19,7,39
3912,5,17,25,19
3913,50,18,46,35
3914,10,9,14,37
3915,18,37,20,37
3916,35,47,24,12
3917,12,43,13,23
3918,44,38,13,23
3919,3,37,35,41
3920,17,2,33,14
3921,12,6,24,33
3922,2,46,48,4
3923,24,49,24,47
3924,38,8,29,13
3925,11,19,1,23
3926,11,6,39,46
3927,14,33,0,28
3928,1,0,45,26
3929,44,39,17,14
3930,43,8,34,6
3931,21,5,45,11
3932,22,29,33,32
3933,46,17,14,22
3934,34,10,15,18
3935,3,2,24,7
3936,9,12,41,9
3937,42,19,4,2
3938,31,39,4,38
3939,39,22,21,22
3940,13,35,27,24
3941,37,39,25,27
3942,5,20,13,30
3943,3,24,3,9
3944,8,23,26,40
3945,34,50,31,30
3946,29,1,48,38
3947,18,50,5,14
3948,11,40,32,1
3949,9,40,12,10
3950,6,37,36,7
3951,45,39,16,40
3952,5,19,3,41
3953,31,4,1,3
3954,30,41,10,17
3955,0,37,14,14
3956,8,28,40,21
3957,1,33,4,23
3958,16,1,16,17
3959,36,41,12,19
3960,44,14,16,15
3961,31,28,7,44
3962,30,37,41,24
3963,48,11,8,14
3964,26,49,18,19
3965,5,19,3,5
3966,17,29,46,46
3967,38,1,1,47
3968,19,2,25,7
3969,48,45,18,45
3970,23,38,41,3
3971,40,33,41,11
3972,34,13,46,9
3973,22,42,31,24
3974,18,6,32,44
3975,13,2,24,2
3976,30,9,6,25
3977,17,26,0,0
3978,35,16,2,39
3979,33,30,33,28
3980,3,42,0,28
3981,1,11,22,44
3982,24,24,28,41
3983,14,12,6,8
3984,4,42,23,32
3985,7,22,39,47
3986,49,36,34,29
3987,49,7,15,31
3988,35,3,50,11
3989,32,12,15,50
3990,48,22,3,10
3991,22,48,42,13
3992,9,1,5,44
3993,12,9,1,9
3994,8,32,7,39
3995,23,48,38,2
3996,38,28,41,45
3997,8,35,26,37
3998,17,43,5,39
3999,26,30,10,14
4000,21,50,41,42
4001,10,14,35,27
4002,16,39,7,5
4003,27,31,46,6
4004,38,6,20,28
4005,1,30,29,8
4006,9,26,39,39
4007,22,18,18,27
4008,18,19,22,26
4009,6,48,28,21
4010,5,30,22,1
4011,36,37,49,7
4012,30,2,27,41
4013,8,36,38,26
4014,38,40,34,5
4015,34,8,27,46
4016,25,10,49,34
4017,33,24,8,22
4018,0,27,27,3
4019,13,7,36,5
4020,26,2,37,2
4021,9,18,45,20
4022,29,41,46,47
4023,41,24,28,29
4024,14,13,48,14
4025,18,27,50,24
4026,41,30,50,39
4027,8,6,27,0
4028,29,48,6,16
4029,34,43,4,36
4030,4,7,4,1
4031,3,46,25,16
4032,25,2,30,14
4033,38,37,28,32
4034,21,22,2,46
4035,11,50,0,44
4036,3,32,9,40
4037,49,26,5,45
4038,46,5,38,6
4039,6,3,41,47
4040,50,29,12,49
4041,34,1,12,47
4042,38,45,38,28
4043,39,35,12,14
4044,43,48,18,10
4045,9,37,17,38
4046,21,0,41,31
4047,47,16,18,20
4048,20,0,50,14
4049,27,21,17,39
4050,41,31,30,28
4051,36,19,41,48
4052,13,26,17,46
4053,39,31,10,33
4054,20,28,23,27
4055,15,5,12,43
4056,12,34,49,25
4057,14,6,6,10
4058,37,14,50,19
4059,8,35,27,43
4060,30,29,50,0
4061,28,18,43,34
4062,1,34,24,9
4063,27,5,32,24
4064,5,5,41,42
4065,30,43,0,27
4066,29,41,42,28
4067,49,1,15,31
4068,26,26,0,40
4069,8,4,19,25
4070,25,13,2,42
4071,33,45,45,0
4072,8,8,38,4
4073,1,15,40,24
4074,35,46,19,49
4075,0,32,18,27
4076,1,26,3,16
4077,44,38,11,32
4078,11,13,44,43
4079,44,40,25,36
4080,20,0,6,45
4081,46,21,39,47
4082,4,21,20,42
4083,38,34,16,16
4084,6,35,1,36
4085,11,27,40,40
4086,40,42,46,20
4087,41,46,33,23
4088,28,20,46,34
4089,30,21,44,13
4090,11,36,34,35
4091,45,36,23,38
4092,2,35,27,50
4093,41,48,45,35
4094,41,13,30,32
4095,44,43,6,25
4096,4,32,0,12
4097,39,42,28,21
4098,28,25,38,50
4099,31,23,34,28
4100,0,15,15,12
4101,2,11,15,24
4102,15,38,30,27
4103,35,42,37,50
4104,32,38,38,33
4105,9,42,29,4
4106,8,25,50,0
4107,25,18,12,35
4108,35,18,11,46
4109,4,6,15,32
4110,30,21,14,48
4111,25,50,38,39
4112,18,18,29,37
4113,34,7,0,50
4114,40,26,25,42
4115,39,33,31,18
4116,43,49,43,40
4117,3,10,6,16
4118,34,23,34,33
4119,7,32,36,34
4120,13,28,32,45
4121,28,29,31,19
4122,20,46,27,50
4123,44,35,5,7
4124,4,7,2,12
4125,39,22,31,35
4126,28,3,27,10
4127,17,15,2,37
4128,45,46,36,50
4129,9,44,37,9
4130,43,36,8,21
4131,36,7,39,16
4132,44,32,9,4
4133,9,24,17,30
4134,29,13,36,41
4135,29,30,12,50
4136,12,21,43,39
4137,16,19,48,2
4138,11,15,47,5
4139,8,2,38,18
4140,16,17,23,14
4141,49,12,35,7
4142,38,17,24,49
4143,46,18,21,28
4144,40,1,41,0
4145,16,45,15,11
4146,32,23,4,22
4147,36,9,7,43
4148,15,13,34,15
4149,14,9,10,50
4150,10,3,33,6
4151,33,23,13,43
4152,20,12,45,10
4153,5,18,17,31
4154,43,13,11,44
4155,10,14,0,19
4156,12,1,3,50
4157,12,16,7,41
4158,14,47,48,8
4159,40,26,20,5
4160,30,31,12,19
4161,2,7,1,50
4162,38,38,42,46
4163,16,9,31,22
4164,30,32,28,26
4165,45,35,18,45
4166,45,24,9,23
4167,17,47,11,15
4168,12,30,12,13
4169,17,0,27,11
4170,31,18,9,30
4171,34,5,5,39
4172,4,27,34,45
4173,8,36,49,2
4174,50,28,9,1
4175,20,8,3,18
4176,46,34,15,12
4177,30,38,3,0
4178,28,8,45,44
4179,9,12,16,41
4180,1,2,41,8
4181,13,28,8,25
4182,43,19,39,20
4183,12,44,3,4
4184,4,25,4,45
4185,24,25,37,49
4186,18,18,35,34
4187,14,25,45,23
4188,36,6,12,31
4189,17,30,45,24
4190,50,50,41,40
4191,49,41,24,42
4192,30,50,14,6
4193,16,49,27,40
4194,34,8,0,19
4195,20,15,2,30
4196,11,42,46,10
4197,50,14,16,33
4198,49,46,0,31
4199,4,42,41,19
4200,14,13,27,31
4201,10,32,19,6
4202,47,27,44,41
4203,30,14,27,31
4204,24,3,37,10
4205,40,36,19,15
4206,29,18,38,45
4207,23,43,29,16
4208,49,5,20,32
4209,32,37,9,18
4210,50,31,0,8
4211,31,22,36,5
4212,21,20,6,31
4213,45,3,1,39
4214,10,18,12,0
4215,33,46,47,34
4216,32,17,32,41
4217,9,45,49,29
4218,7,22,44,24
4219,39,27,24,10
4220,29,43,30,36
4221,4,46,43,38
4222,3,6,9,47
4223,24,34,28,30
4224,36,45,35,3
4225,25,12,18,10
4226,11,15,50,47
4227,10,22,22,7
4228,27,7,10,27
4229,32,37,16,38
4230,34,9,41,5
4231,13,13,24,14
4232,25,38,39,49
4233,24,2,2,34
4234,31,22,9,43
4235,22,38,41,42
4236,12,36,12,15
4237,48,45,48,11
4238,18,28,22,37
4239,33,20,42,42
4240,14,21,22,43
4241,3,25,41,46
4242,7,23,44,8
4243,28,1,27,45
4244,24,21,7,37
4245,39,4,26,44
4246,14,13,20,45
4247,19,39,11,12
4248,24,7,27,41
4249,50,46,6,32
4250,26,9,11,20
4251,17,25,19,4
4252,19,20,30,40
4253,24,12,4,5
4254,17,28,29,9
4255,49,10,50,12
4256,15,36,13,31
4257,22,14,33,36
4258,28,35,41,27
4259,10,15,50,0
4260,33,37,31,31
4261,2,25,44,7
4262,8,34,31,12
4263,39,46,6,16
4264,18,21,43,19
4265,9,7,26,34
4266,30,36,12,2
4267,21,8,44,8
4268,36,50,38,20
4269,10,20,47,27
4270,11,37,5,12
4271,47,0,40,39
4272,27,35,50,31
4273,0,11,0,47
4274,12,31,47,35
4275,14,37,19,26
4276,25,49,33,4
4277,7,47,44,15
4278,21,19,37,11
4279,25,46,25,42
4280,38,46,38,37
4281,0,25,2,3
4282,42,26,39,23
4283,8,28,48,0
4284,7,49,24,23
4285,14,33,18,1
4286,41,35,19,47
4287,47,2,17,6
4288,38,43,45,20
4289,39,35,45,46
4290,20,28,24,13
4291,2,2,39,39
4292,29,18,14,5
4293,7,26,4,29
4294,33,19,10,50
4295,24,23,13,11
4296,10,20,38,11
4297,30,4,7,8
4298,20,45,37,33
4299,27,22,21,30
4300,27,12,6,15
4301,38,24,41,14
4302,43,38,18,1
4303,29,13,2,38
4304,37,24,4,49
4305,35,12,38,47
4306,44,31,23,16
4307,48,3,31,32
4308,47,17,20,15
4309,27,30,33,15
4310,32,21,12,7
4311,15,28,16,16
4312,50,11,20,36
4313,15,44,4,33
4314,41,8,10,41
4315,15,21,8,43
4316,50,22,31,40
4317,12,29,20,15
4318,23,26,32,7
4319,49,31,41,16
4320,6,21,17,31
4321,11,41,7,42
4322,4,41,14,25
4323,13,31,14,30
4324,25,6,5,47
4325,25,7,27,10
4326,3,8,21,48
4327,48,7,9,10
4328,40,40,40,11
4329,40,4,22,27
4330,0,48,36,50
4331,35,31,46,27
4332,0,26,29,8
4333,17,6,23,32
4334,33,13,45,5
4335,23,39,11,11
4336,38,30,40,17
4337,30,24,30,12
4338,46,35,35,24
4339,14,5,10,29
4340,8,30,39,28
4341,29,7,49,40
4342,24,4,29,22
4343,15,28,28,0
4344,22,6,0,3
4345,19,50,14,42
4346,8,42,35,35
4347,14,37,25,45
4348,9,23,13,31
4349,50,12,10,5
4350,24,22,32,15
4351,39,50,0,29
4352,37,35,47,15
4353,7,20,15,42
4354,20,39,26,50
4355,22,18,34,47
4356,4,26,12,34
4357,6,35,36,15
4358,33,0,39,13
4359,48,29,48,1
4360,39,35,21,33
4361,12,48,30,19
4362,42,2,42,50
4363,45,27,17,29
4364,11,3,50,21
4365,35,32,1,11
4366,50,12,48,27
4367,0,1,3,5
4368,36,34,49,29
4369,9,16,0,6
4370,48,26,29,41
4371,31,40,7,22
4372,3,36,39,49
4373,20,20,30,22
4374,0,14,18,38
4375,3,0,21,17
4376,50,28,6,32
4377,50,25,48,35
4378,1,27,26,3
4379,29,30,26,4
4380,21,37,6,10
4381,5,2,36,33
4382,32,41,7,23
4383,29,6,5,34
4384,29,14,38,24
4385,43,0,2,48
4386,8,44,10,3
4387,2,49,50,47
4388,45,16,41,5
4389,46,2,50,34
4390,0,16,41,15
4391,5,18,34,33
4392,11,32,38,20
4393,7,9,21,37
4394,29,48,34,31
4395,32,49,34,34
4396,7,11,7,48
4397,50,34,36,24
4398,29,31,8,18
4399,10,1,7,3
4400,41,5,21,30
4401,6,5,5,2
4402,3,37,42,21
4403,40,26,31,16
4404,26,36,35,16
4405,3,41,47,1
4406,48,13,43,26
4407,20,7,50,13
4408,2,35,19,11
4409,11,11,33,45
4410,42,30,20,29
4411,37,25,50,43
4412,20,39,49,5
4413,41,33,22,5
4414,15,22,47,4
4415,32,8,10,34
4416,14,7,8,29
4417,19,19,28,11
4418,22,33,41,36
4419,17,24,6,0
4420,29,38,36,24
4421,41,20,2,41
4422,37,7,22,47
4423,14,16,14,12
4424,48,3,32,47
4425,2,13,28,47
4426,34,5,46,20
4427,19,45,32,42
4428,43,0,17,2
4429,18,48,13,32
4430,31,30,37,41
4431,39,24,11,14
4432,5,49,36,1
4433,27,16,8,32
4434,8,37,6,38
4435,37,41,46,24
4436,19,31,27,1
4437,3,48,22,48
4438,22,22,36,0
4439,12,43,17,44
4440,15,23,28,48
4441,3,33,6,8
4442,5,42,2,28
4443,33,3,46,42
4444,9,16,44,49
4445,38,37,24,33
4446,17,25,36,5
4447,34,8,21,15
4448,21,48,37,23
4449,48,4,49,2
4450,14,40,15,11
4451,6,6,1,36
4452,36,48,20,33
4453,29,27,24,20
4454,40,40,32,1
4455,15,36,17,24
4456,5,34,34,24
4457,10,29,15,49
4458,2,44,48,0
4459,36,27,36,37
4460,37,29,20,1
4461,21,3,5,13
4462,31,10,32,15
4463,10,38,17,32
4464,21,27,28,48
4465,16,6,15,19
4466,45,12,22,30
4467,31,4,28,23
4468,45,27,44,42
4469,38,41,26,33
4470,11,45,16,44
4471,44,45,41,16
4472,15,18,42,11
4473,14,28,6,23
4474,24,29,50,4
4475,2,23,19,17
4476,19,6,17,37
4477,12,11,7,12
4478,42,25,7,26
4479,25,3,37,36
4480,17,34,24,49
4481,13,10,21,8
4482,29,0,8,7
4483,32,12,4,34
4484,45,18,28,47
4485,50,22,31,38
4486,35,30,9,4
4487,27,27,2,24
4488,47,0,40,9
4489,25,14,31,27
4490,28,38,2,20
4491,20,29,14,27
4492,44,30,3,18
4493,47,45,25,50
4494,50,46,7,2
4495,17,12,49,2
4496,14,12,11,27
4497,17,34,37,39
4498,10,14,40,23
4499,36,10,21,40
4500,11,44,6,3
4501,17,9,3,38
4502,45,27,5,33
4503,0,24,17,46
4504,35,43,49,3
4505,24,43,42,18
4506,13,43,13,35
4507,41,8,35,18
4508,27,41,11,33
4509,5,24,2,10
4510,45,6,4,4
4511,44,22,15,46
4512,46,47,34,37
4513,30,44,8,11
4514,24,32,33,28
4515,13,48,46,48
4516,13,8,22,40
4517,27,12,15,27
4518,40,48,38,2
4519,28,38,13,20
4520,31,12,25,2
4521,25,0,33,21
4522,15,32,21,18
4523,5,42,46,9
4524,47,37,6,1
4525,3,18,21,43
4526,38,7,24,37
4527,31,16,37,31
4528,18,26,37,25
4529,33,20,14,20
4530,3,33,10,11
4531,10,34,11,30
4532,38,3,20,15
4533,43,28,6,7
4534,50,4,38,47
4535,47,3,36,10
4536,29,26,43,47
4537,20,25,6,14
4538,38,27,43,36
4539,21,43,44,46
4540,6,17,15,38
4541,5,1,41,20
4542,15,31,35,50
4543,16,21,46,1
4544,38,19,3,46
4545,23,9,25,20
4546,12,34,1,11
4547,50,21,42,41
4548,37,20,31,32
4549,6,36,34,19
4550,9,20,32,37
4551,15,34,47,39
4552,25,2,44,15
4553,7,5,34,45
4554,32,19,5,37
4555,12,47,5,38
4556,14,37,10,10
4557,15,49,5,24
4558,8,27,21,6
4559,23,18,20,14
4560,16,0,30,17
4561,39,16,10,7
4562,10,24,6,35
4563,46,3,33,11
4564,22,19,9,37
4565,15,26,23,49
4566,48,33,19,18
4567,39,8,23,6
4568,26,5,11,22
4569,6,6,5,24
4570,32,8,14,26
4571,7,18,40,32
4572,11,45,5,35
4573,25,6,36,0
4574,8,33,47,27
4575,14,10,24,47
4576,26,32,42,2
4577,34,28,0,45
4578,26,12,27,32
4579,15,20,49,27
4580,2,42,4,35
4581,2,15,0,45
4582,34,16,3,0
4583,27,7,9,4
4584,8,36,0,46
4585,48,20,9,45
4586,1,6,19,25
4587,46,41,9,46
4588,5,36,11,21
4589,23,37,32,20
4590,8,28,41,43
4591,21,20,26,20
4592,34,50,11,9
4593,0,47,11,11
4594,39,26,48,23
4595,2,47,42,47
4596,24,20,38,38
4597,24,41,3,24
4598,42,12,38,20
4599,9,36,44,34
4600,27,32,31,39
4601,20,22,24,2
4602,41,16,23,5
4603,14,33,47,1
4604,13,47,33,9
4605,1,9,20,33
4606,33,46,40,47
4607,9,30,32,34
4608,32,13,3,34
4609,34,0,48,5
4610,27,38,45,30
4611,9,31,35,30
4612,16,30,14,41
4613,16,20,30,44
4614,14,3,0,26
4615,3,26,7,18
4616,42,39,42,18
4617,35,6,25,21
4618,35,14,49,8
4619,15,26,41,27
4620,47,39,1,19
4621,23,42,8,32
4622,11,32,43,23
4623,6,18,27,34
4624,29,32,42,17
4625,35,47,21,1
4626,45,5,30,37
4627,46,10,10,40
4628,2,28,16,44
4629,42,47,17,44
4630,49,49,13,33
4631,20,43,49,14
4632,39,40,0,32
4633,16,28,11,13
4634,45,24,46,43
4635,3,9,10,36
4636,21,34,29,14
4637,50,28,43,18
4638,26,43,3,9
4639,36,18,46,11
4640,25,4,45,21
4641,30,46,11,13
4642,42,39,2,46
4643,35,37,11,11
4644,47,20,12,33
4645,45,24,34,5
4646,34,15,38,8
4647,21,0,21,44
4648,18,6,7,46
4649,35,20,12,38
4650,25,34,36,23
4651,28,50,17,32
4652,7,36,7,19
4653,11,49,10,34
4654,31,30,2,40
4655,50,36,8,42
4656,36,12,0,17
4657,6,45,14,5
4658,31,32,18,37
4659,17,34,36,46
4660,49,30,28,15
4661,6,22,34,26
4662,50,2,20,48
4663,46,29,31,49
4664,19,41,41,28
4665,23,47,5,2
4666,4,39,21,39
4667,48,18,6,5
4668,3,7,27,5
4669,34,28,20,28
4670,30,21,37,45
4671,17,32,12,10
4672,10,6,20,23
4673,21,20,17,15
4674,42,23,42,7
4675,49,34,26,38
4676,14,26,23,18
4677,50,48,44,14
4678,5,28,12,26
4679,5,9,36,13
4680,11,42,4,23
4681,27,19,21,38
4682,7,10,14,0
4683,38,18,21,10
4684,0,18,7,33
4685,28,16,32,10
4686,21,15,24,37
4687,40,11,2,7
4688,21,29,49,50
4689,3,25,16,40
4690,16,14,1,29
4691,39,46,45,13
4692,48,14,5,6
4693,8,45,36,40
4694,20,21,38,16
4695,30,1,17,32
4696,23,34,16,15
4697,36,48,36,45
4698,32,10,7,48
4699,33,18,15,25
4700,33,7,30,33
4701,49,1,15,31
4702,17,0,0,32
4703,30,30,6,46
4704,41,14,23,4
4705,29,27,11,7
4706,21,15,2,13
4707,21,29,7,41
4708,14,15,38,43
4709,33,44,2,50
4710,26,34,10,46
4711,12,29,25,39
4712,36,33,46,22
4713,50,29,23,7
4714,24,35,3,34
4715,27,36,47,36
4716,23,19,20,31
4717,15,26,24,4
4718,17,47,27,4
4719,27,50,12,44
4720,35,38,48,6
4721,32,32,1,0
4722,37,0,9,20
4723,20,26,19,44
4724,10,31,20,8
4725,13,15,7,50
4726,16,5,5,39
4727,38,7,4,27
4728,35,17,13,18
4729,1,27,6,31
4730,10,43,22,4
4731,7,23,44,15
4732,50,24,43,39
4733,49,13,44,4
4734,29,12,22,17
4735,3,23,25,16
4736,25,0,11,46
4737,18,27,16,48
4738,12,6,39,9
4739,46,26,31,24
4740,8,48,6,24
4741,2,22,17,9
4742,20,48,12,30
4743,23,32,1,34
4744,49,12,11,16
4745,23,44,18,26
4746,7,2,7,33
4747,37,26,40,24
4748,29,3,32,36
4749,40,12,37,29
4750,26,2,27,3
4751,44,36,43,17
4752,9,5,20,40
4753,3,5,9,45
4754,46,0,37,14
4755,48,21,36,8
4756,50,35,14,46
4757,42,11,33,43
4758,12,8,21,24
4759,2,14,7,5
4760,0,20,24,41
4761,34,31,12,36
4762,47,42,48,47
4763,33,37,32,10
4764,2,2,20,2
4765,31,40,29,19
4766,17,50,25,1
4767,11,44,45,48
4768,46,23,3,9
4769,42,20,21,27
4770,0,4,8,5
4771,45,13,38,50
4772,3,13,24,17
4773,40,15,48,32
4774,35,41,2,3
4775,12,12,23,22
4776,31,23,36,38
4777,42,50,15,26
4778,20,23,5,39
4779,10,11,12,47
4780,37,25,15,39
4781,7,40,2,14
4782,11,30,15,3
4783,8,12,25,46
4784,0,39,0,33
4785,30,27,3,19
4786,11,17,28,16
4787,47,12,37,35
4788,6,4,46,26
4789,42,8,3,17
4790,9,9,50,1
4791,48,44,0,40
4792,42,39,42,34
4793,33,49,20,32
4794,49,23,40,1
4795,8,32,2,0
4796,9,13,16,49
4797,44,27,23,25
4798,11,36,27,11
4799,15,10,21,0
4800,35,27,33,2
4801,24,27,2,18
4802,38,28,6,9
4803,27,26,9,18
4804,37,7,7,10
4805,43,33,37,12
4806,27,20,13,7
4807,36,31,40,49
4808,48,14,6,1
4809,39,30,32,37
4810,20,4,0,9
4811,7,33,26,22
4812,22,49,30,3
4813,36,27,24,5
4814,33,7,8,23
4815,46,6,15,28
4816,35,41,14,33
4817,46,25,1,7
4818,45,39,12,37
4819,41,1,37,1
4820,15,45,17,22
4821,46,47,22,28
4822,23,50,14,30
4823,35,25,40,16
4824,24,30,2,27
4825,34,34,8,20
4826,32,20,48,27
4827,11,4,13,26
4828,15,49,16,1
4829,12,42,8,27
4830,40,36,11,7
4831,23,41,27,31
4832,42,47,49,11
4833,23,42,31,39
4834,2,27,41,3
4835,39,25,40,16
4836,12,44,37,28
4837,48,31,4,49
4838,38,27,40,9
4839,18,38,14,35
4840,13,20,11,21
4841,25,25,19,1
4842,32,47,33,26
4843,39,12,28,25
4844,39,50,7,2
4845,19,15,31,29
4846,46,48,41,29
4847,21,38,23,11
4848,13,38,21,49
4849,49,21,37,2
4850,24,48,7,37
4851,43,42,23,33
4852,3,37,44,45
4853,38,45,21,38
4854,33,39,7,35
4855,10,49,26,22
4856,28,37,5,12
4857,18,30,40,24
4858,45,24,46,18
4859,17,45,32,27
4860,12,34,23,27
4861,46,44,3,22
4862,30,38,25,35
4863,21,28,37,25
4864,44,5,18,37
4865,48,30,12,8
4866,0,6,22,19
4867,37,4,34,49
4868,15,10,32,12
4869,23,30,6,41
4870,46,45,30,1
4871,28,38,41,21
4872,15,32,13,36
4873,2,9,11,22
4874,32,18,14,27
4875,10,20,33,5
4876,14,3,24,21
4877,30,30,38,42
4878,39,24,24,20
4879,3,8,42,16
4880,13,42,26,5
4881,22,47,41,44
4882,7,2,42,18
4883,39,22,29,46
4884,19,32,8,8
4885,16,45,25,4
4886,8,7,35,50
4887,22,42,42,25
4888,40,31,30,24
4889,46,32,0,36
4890,40,10,36,47
4891,42,36,3,46
4892,4,48,22,18
4893,21,11,34,0
4894,22,14,1,5
4895,14,50,17,28
4896,36,26,38,36
4897,13,41,37,26
4898,46,3,23,21
4899,13,48,18,36
4900,22,41,42,12
4901,50,2,38,22
4902,2,12,23,21
4903,46,6,0,31
4904,10,2,18,13
4905,9,46,45,21
4906,0,24,20,39
4907,18,15,48,31
4908,22,33,49,39
4909,45,7,13,24
4910,14,49,40,3
4911,30,40,20,12
4912,12,20,11,10
4913,31,18,42,5
4914,50,27,13,0
4915,15,27,46,3
4916,47,28,10,41
4917,2,10,35,11
4918,4,40,3,35
4919,38,27,9,13
4920,2,12,6,18
4921,26,8,24,3
4922,30,3,35,25
4923,28,2,38,10
4924,13,22,32,49
4925,44,44,13,30
4926,5,0,10,1
4927,43,6,48,19
4928,13,5,44,15
4929,13,19,11,48
4930,43,48,15,5
4931,43,50,15,4
4932,43,4,10,15
4933,4,46,19,9
4934,20,32,49,44
4935,7,18,8,24
4936,26,29,13,37
4937,39,38,6,0
4938,26,18,19,38
4939,46,40,6,30
4940,5,31,45,0
4941,30,21,4,37
4942,50,1,42,47
4943,43,26,6,25
4944,35,11,42,45
4945,42,41,3,30
4946,35,24,34,0
4947,34,16,10,21
4948,43,9,2,1
4949,24,30,16,40
4950,12,9,33,11
4951,31,38,24,39
4952,33,19,32,37
4953,27,48,24,37
4954,2,19,48,45
4955,41,49,24,11
4956,0,27,14,15
4957,39,47,31,46
4958,16,17,19,5
4959,44,27,48,40
4960,6,12,7,6
4961,38,10,39,13
4962,37,19,44,27
4963,18,29,15,18
4964,38,34,31,5
4965,25,24,15,50
4966,30,47,36,45
4967,17,19,3,43
4968,4,27,21,41
4969,34,4,5,46
4970,7,41,31,23
4971,49,26,50,18
4972,15,46,44,27
4973,39,47,43,3
4974,43,9,12,44
4975,8,30,24,43
4976,35,1,40,45
4977,31,46,1,15
4978,6,0,23,27
4979,23,40,33,37
4980,42,34,7,26
4981,10,19,4,5
4982,36,37,6,21
4983,3,48,16,37
4984,15,8,38,47
4985,38,28,47,37
4986,47,14,38,1
4987,22,5,7,33
4988,19,4,2,10
4989,38,14,22,20
4990,9,28,24,8
4991,18,20,3,4
4992,8,42,16,13
4993,40,31,4,13
4994,15,48,2,11
4995,45,36,29,11
4996,2,14,11,5
4997,31,48,0,10
4998,19,22,18,48
4999,16,7,20,5
5000,17,25,26,3
5001,23,8,16,6
5002,46,30,11,45
5003,21,7,21,31
5004,26,27,34,3
5005,14,49,44,32
5006,36,44,46,37
5007,32,31,35,41
5008,40,33,22,31
5009,35,43,24,50
5010,35,16,35,41
5011,35,13,44,11
5012,45,10,16,5
5013,34,23,33,14
5014,16,4,21,1
5015,41,10,22,11
5016,20,50,50,25
5017,28,30,18,31
5018,36,0,43,10
5019,7,24,13,5
5020,29,11,33,31
5021,43,31,10,6
5022,49,39,8,37
5023,12,15,13,47
5024,12,6,20,22
5025,35,35,46,15
5026,13,36,13,19
5027,47,40,36,16
5028,41,9,2,10
5029,12,20,35,50
5030,0,14,2,1
5031,8,24,9,28
5032,29,16,32,23
5033,40,39,41,29
5034,37,42,39,21
5035,19,32,0,30
5036,2,47,49,42
5037,27,14,7,4
5038,22,29,48,47
5039,48,17,44,10
5040,36,19,25,34
5041,46,30,31,10
5042,43,41,33,11
5043,33,10,26,47
5044,24,17,44,14
5045,23,30,48,46
5046,40,41,43,43
5047,43,45,19,34
5048,26,25,22,6
5049,22,3,48,29
5050,9,42,43,27
5051,4,18,46,28
5052,32,31,43,24
5053,20,11,39,13
5054,20,12,37,26
5055,20,43,28,9
5056,15,41,1,10
5057,49,5,6,17
5058,12,15,10,9
5059,33,47,26,42
5060,32,19,18,38
5061,10,21,5,9
5062,25,32,3,3
5063,38,4,24,21
5064,47,2,13,22
5065,47,10,26,45
5066,35,29,4,6
5067,24,5,7,36
5068,15,13,16,28
5069,6,12,31,41
5070,34,27,10,15
5071,31,1,24,39
5072,13,38,29,40
5073,26,36,46,31
5074,11,16,10,29
5075,15,35,33,32
5076,47,24,44,46
5077,46,28,17,18
5078,27,4,22,30
5079,17,36,16,0
5080,6,46,26,41
5081,8,18,30,32
5082,47,44,6,22
5083,28,22,40,42
5084,16,0,33,27
5085,17,40,11,35
5086,29,27,50,37
5087,11,10,31,34
5088,21,44,1,47
5089,30,19,10,44
5090,22,27,8,25
5091,17,4,18,41
5092,47,0,32,39
5093,39,12,13,42
5094,28,18,33,44
5095,48,5,26,14
5096,45,36,31,39
5097,50,34,26,49
5098,12,8,48,38
5099,37,1,43,28
5100,42,34,24,8
5101,37,7,15,13
5102,47,25,27,2
5103,0,14,36,23
5104,20,38,7,45
5105,35,42,47,37
5106,2,15,16,27
5107,33,44,21,34
5108,42,26,10,20
5109,22,1,0,0
5110,40,40,47,24
5111,50,16,4,1
5112,21,10,44,17
5113,26,38,45,5
5114,31,4,37,34
5115,40,6,38,32
5116,12,11,19,0
5117,28,17,5,26
5118,35,49,26,45
5119,23,47,20,17
5120,42,43,0,1
5121,34,10,32,16
5122,18,6,20,32
5123,27,44,10,15
5124,35,22,46,49
5125,22,21,32,26
5126,42,16,31,1
5127,21,26,8,45
5128,42,16,36,17
5129,26,17,23,6
5130,26,47,16,35
5131,27,50,41,25
5132,17,31,26,38
5133,43,13,26,4
5134,40,20,8,9
5135,4,5,33,13
5136,34,17,15,40
5137,41,18,39,1
5138,38,13,17,34
5139,50,0,44,44
5140,22,21,10,47
5141,15,2,30,19
5142,4,47,5,49
5143,48,26,9,41
5144,29,48,13,34
5145,33,31,19,43
5146,46,36,11,6
5147,0,16,8,38
5148,11,0,27,6
5149,17,16,25,18
5150,9,6,50,2
5151,9,20,50,36
5152,11,19,39,6
5153,14,11,31,28
5154,29,13,45,38
